transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend,device_surrogate,corridor_surrogate
ATK_FAN_0002,2024-10-18 14:04:00,P2P,Other,12000,SUCCESS,26-35,36-45,Delhi,SBI,SBI,Web,WiFi,1,14,Fri,0,1e0b1c32e07097c96ecec5961248807a96b179ab96b994b14ba19ccdabfd3e24,FANIN
ATK_FAN_0003,2024-10-18 14:06:00,P2P,Other,24000,SUCCESS,26-35,36-45,Delhi,IndusInd,SBI,Web,5G,1,14,Fri,0,fe68ef8ab0beee424633625a67fde39da216ee40b802a1f9192b3c5cdad2df29,FANIN
ATK_FAN_0004,2024-10-18 14:08:00,P2P,Other,24000,SUCCESS,26-35,36-45,Delhi,ICICI,SBI,iOS,5G,1,14,Fri,0,6c680f2eb050878b116f106209c55e0772f857a1b4c436728a85961ab689bd6b,FANIN
ATK_FAN_0005,2024-10-18 14:10:00,P2P,Other,9000,SUCCESS,26-35,36-45,Delhi,PNB,SBI,Android,4G,1,14,Fri,0,400d7cc837da6bf764e6d56acc0d5ffe71ccc37a40e3079cc0a419e82f5481f7,FANIN
ATK_FAN_0006,2024-10-18 14:12:00,P2P,Other,18000,SUCCESS,26-35,36-45,Delhi,ICICI,SBI,iOS,4G,1,14,Fri,0,6a214f8ddaba3dc116ed1ec1777d180211ed9a0965b90bc984455896c990674d,FANIN
ATK_FAN_0007,2024-10-18 14:14:00,P2P,Other,18000,SUCCESS,26-35,36-45,Delhi,Axis,SBI,Android,WiFi,1,14,Fri,0,603d1a5af878c6b49466d4727a5af16ea467bf5e1f770f2b9300f955952863a4,FANIN
ATK_FAN_0008,2024-10-18 14:16:00,P2P,Other,12000,SUCCESS,26-35,36-45,Delhi,SBI,SBI,iOS,3G,1,14,Fri,0,6c680f2eb050878b116f106209c55e0772f857a1b4c436728a85961ab689bd6b,FANIN
ATK_FAN_0009,2024-10-18 14:18:00,P2P,Other,18000,SUCCESS,26-35,36-45,Delhi,IndusInd,SBI,Web,5G,1,14,Fri,0,fe68ef8ab0beee424633625a67fde39da216ee40b802a1f9192b3c5cdad2df29,FANIN
ATK_FAN_0010,2024-10-18 14:20:00,P2P,Other,12000,SUCCESS,26-35,36-45,Delhi,IndusInd,SBI,Web,3G,1,14,Fri,0,61817be628e4349454154b6568048888fb2b8d615a032608def265e50f198189,FANIN
ATK_FAN_0011,2024-10-18 14:22:00,P2P,Other,4500,SUCCESS,26-35,36-45,Delhi,Yes Bank,SBI,Android,WiFi,1,14,Fri,0,6c680f2eb050878b116f106209c55e0772f857a1b4c436728a85961ab689bd6b,FANIN
ATK_FAN_0012,2024-10-18 14:24:00,P2P,Other,24000,SUCCESS,26-35,36-45,Delhi,Axis,SBI,Web,5G,1,14,Fri,0,e9951df7a6059f435902205ba083a7e22a20c178c41a683584eeea29c33c6488,FANIN
ATK_FAN_0013,2024-10-18 14:26:00,P2P,Other,18000,SUCCESS,26-35,36-45,Delhi,Axis,SBI,iOS,5G,1,14,Fri,0,1bce6ec27c645e5ea1a1a215466d4ca37913d8176eb4aaf97408112c8f8b8172,FANIN
ATK_FAN_0014,2024-10-18 14:28:00,P2P,Other,9000,SUCCESS,26-35,36-45,Delhi,Axis,SBI,iOS,4G,1,14,Fri,0,76246746342ba453affbe1f8b29fb2edf075b46deee6b34de2c909ca7f78ca7c,FANIN
ATK_VEL_0000,2024-10-18 15:00:00,P2M,Shopping,3400,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0001,2024-10-18 15:02:30,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0002,2024-10-18 15:05:00,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0003,2024-10-18 15:07:30,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0004,2024-10-18 15:10:00,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0005,2024-10-18 15:12:30,P2M,Shopping,9900,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0006,2024-10-18 15:15:00,P2M,Shopping,5600,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0007,2024-10-18 15:17:30,P2M,Shopping,2200,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0008,2024-10-18 15:20:00,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0009,2024-10-18 15:22:30,P2M,Shopping,3400,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0010,2024-10-18 15:25:00,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0011,2024-10-18 15:27:30,P2M,Shopping,3400,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0012,2024-10-18 15:30:00,P2M,Shopping,3400,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0013,2024-10-18 15:32:30,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0014,2024-10-18 15:35:00,P2M,Shopping,9900,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0015,2024-10-18 15:37:30,P2M,Shopping,3400,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0016,2024-10-18 15:40:00,P2M,Shopping,3400,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0017,2024-10-18 15:42:30,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0018,2024-10-18 15:45:00,P2M,Shopping,3400,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0019,2024-10-18 15:47:30,P2M,Shopping,3400,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0020,2024-10-18 15:50:00,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
ATK_VEL_0021,2024-10-18 15:52:30,P2M,Shopping,7800,SUCCESS,18-25,26-35,Maharashtra,HDFC,Kotak,Android,4G,1,15,Fri,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,VELOCITY
TXN0000221566,2024-10-23 20:16:52,P2P,Fuel,587,SUCCESS,36-45,18-25,Tamil Nadu,ICICI,SBI,Android,5G,0,20,Wednesday,0,64ace4e15273e8942a48d96940bcda1b68adad657a59469b584b04b6c223f6eb,89c8a121be86d5184fd4da044991aa3b592fefe5f4bb8193f552a1e4b063cab2
TXN0000237357,2024-10-26 20:18:30,P2M,Grocery,798,SUCCESS,26-35,26-35,Delhi,SBI,Yes Bank,iOS,4G,0,20,Saturday,1,442dbfe28608058defc2d2eaf724465d685bef2f799ceb70e8e47a2c49f40526,7299904f9ece53cc17ff8ad053ff4ad45a67b44ab034d8def05d94c3c76b2cf5
TXN0000241056,2024-10-28 10:51:21,Recharge,Grocery,292,SUCCESS,26-35,36-45,Delhi,PNB,HDFC,Android,4G,0,10,Monday,0,6a214f8ddaba3dc116ed1ec1777d180211ed9a0965b90bc984455896c990674d,4c935305c2376ab0cade3fcf492c814d3b76a4bb55ad8eef4d335c2981c3d27e
TXN0000231628,2024-11-02 17:04:05,Recharge,Entertainment,630,SUCCESS,18-25,36-45,Rajasthan,Yes Bank,Axis,Android,5G,0,17,Saturday,1,f3d052ff91698cf2b8675c8ddb46de0844e4d776336b452eea6589d847fa3d65,7be617d05978976274c0b685fa634e5be64826099bae50f548af2bb6625a7f3c
TXN0000200655,2024-11-11 11:43:24,P2P,Fuel,628,SUCCESS,26-35,18-25,Delhi,SBI,IndusInd,Android,WiFi,0,11,Monday,0,aaaac683ba32909c0129fd379ca68ff88058ec487cc6f68ae277538a4bca0650,8536bf532962138de3c030281d2799f9417b8342b481d4e4edf0da1d971cc0db
TXN0000228891,2024-11-15 14:07:05,P2M,Healthcare,668,SUCCESS,56+,18-25,Tamil Nadu,Axis,IndusInd,Android,4G,0,14,Friday,0,6ae94056e4a19ca24da6674fa73f70fb8296679fc9fed6dacc8a1a173027530a,150b0e91c09c86321b085d9ec4c5c4934c01d1f5721b30d080c4dac60f098b8d
TXN0000212609,2024-11-16 23:49:51,P2P,Healthcare,1432,SUCCESS,26-35,18-25,Telangana,SBI,Yes Bank,Android,4G,0,23,Saturday,1,9877fc3535eeefe4f476025357227f5023a18a2d6ccef5db85e09941621dceca,7299904f9ece53cc17ff8ad053ff4ad45a67b44ab034d8def05d94c3c76b2cf5
TXN0000203985,2024-11-17 18:43:31,P2M,Food,1480,SUCCESS,26-35,26-35,Delhi,HDFC,IndusInd,Android,4G,0,18,Sunday,1,6a214f8ddaba3dc116ed1ec1777d180211ed9a0965b90bc984455896c990674d,275172e01c30e893bccfeaf265642ad00acd1b903e58eb2b50e612247d79504f
TXN0000249354,2024-11-20 07:27:33,Bill Payment,Fuel,1438,SUCCESS,36-45,36-45,Rajasthan,SBI,Yes Bank,Android,4G,0,7,Wednesday,0,d684677f5aaa61ca509f73b73d79de6b58a573f7dac266c525accfa628a93f98,7299904f9ece53cc17ff8ad053ff4ad45a67b44ab034d8def05d94c3c76b2cf5
TXN0000203908,2024-11-23 17:29:41,P2M,Food,2224,SUCCESS,26-35,26-35,Telangana,Yes Bank,HDFC,Android,4G,0,17,Saturday,1,9877fc3535eeefe4f476025357227f5023a18a2d6ccef5db85e09941621dceca,35a486ae9bb0d490f11ac34900529095412ad159f065a02df56b3547c0cca648
TXN0000229383,2024-11-26 13:35:25,Bill Payment,Grocery,430,SUCCESS,26-35,18-25,Andhra Pradesh,SBI,Yes Bank,Android,5G,0,13,Tuesday,0,6e73d0f121018a2e518f77def67cb43f106c36cd26540965abf210de55153198,7299904f9ece53cc17ff8ad053ff4ad45a67b44ab034d8def05d94c3c76b2cf5
TXN0000241169,2024-11-29 06:11:11,P2M,Education,714,SUCCESS,18-25,36-45,Tamil Nadu,IndusInd,ICICI,Android,WiFi,0,6,Friday,0,e65b869b15fffdc516e2cb9ad1df2722bbc3e1f05e34fb5685d12003489989de,4888130cb47cf93a2a1e8510be49d74c56f720766c6370e619f6c20a7b8f9431
TXN0000221616,2024-12-01 02:32:11,P2M,Utilities,743,SUCCESS,18-25,26-35,Telangana,Yes Bank,ICICI,iOS,WiFi,0,2,Sunday,1,e038ec509fde91046b1665aa309c7b55e1b60230d8117c5915644ebd8910d73f,bd9e3473ab510ff989936c1bc96c5023895d4ec5d05902ffa26ce77b44537e3a
TXN0000221968,2024-12-07 18:59:38,Bill Payment,Entertainment,434,SUCCESS,26-35,18-25,Andhra Pradesh,ICICI,Axis,Android,WiFi,0,18,Saturday,1,29144c6ad72d48060ff35f5763fe146029d5384c6c6e2388b01def681cb7b215,5afca9c961bf79c2f4ec753b1da89dd4d126ddbe8c326bbfca35d6fa2e0eebe7
TXN0000239203,2024-12-11 19:06:52,P2M,Shopping,4236,SUCCESS,18-25,36-45,Maharashtra,Yes Bank,Yes Bank,Android,4G,0,19,Wednesday,0,ef523e3637ffaa30f79047f3f5bfe37e0b12238aeb99c9029798e2512e26547a,1e1bcba4de9c6a670a4c259768696602033e87da8f8974e6aec6ade7d84d10cc
TXN0000214436,2024-12-16 17:51:38,P2P,Grocery,1031,SUCCESS,26-35,26-35,Gujarat,IndusInd,SBI,Android,4G,0,17,Monday,0,420d3cfbdc47e7697e1cc6db557c77a87ccefc4e6346250f7d5cbfdfb7c27672,3c82438471331b4c1f1928a08977a6730eae1b7971ebc806d86181773f40ff6c
TXN0000204211,2024-12-19 13:25:16,P2P,Shopping,2091,FAILED,46-55,26-35,Maharashtra,HDFC,Yes Bank,Android,4G,0,13,Thursday,0,ef523e3637ffaa30f79047f3f5bfe37e0b12238aeb99c9029798e2512e26547a,5f573d7f953749790b3ffdad71404eb03499f81f9624c8ca2213160bfc4e9997
TXN0000228367,2024-12-21 18:11:09,P2M,Utilities,2695,SUCCESS,36-45,26-35,Karnataka,Yes Bank,SBI,Android,WiFi,0,18,Saturday,1,ced2a8d68d7f3767635909d0be22e172fbf3b1b82d503e36e6115f0c8085c090,3c08e5e13a7bc7431792ab618aa66e6e98264a5f775f4b5d78fcd1295a7bebf2
TXN0000230272,2024-12-23 19:10:13,P2M,Education,2286,SUCCESS,18-25,18-25,West Bengal,HDFC,SBI,Android,5G,0,19,Monday,0,76246746342ba453affbe1f8b29fb2edf075b46deee6b34de2c909ca7f78ca7c,c8e2b3b4f0a84698f0728def6a1a1707dbd7231997fa6c5e3cbab4d44604b741
